ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_6,BILL_AMT6,PAY_5,BILL_AMT5,PAY_4,BILL_AMT4,PAY_3,PAY_2,PAY_0,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
219,110000,2,3,0,31,0,63208,0,63818,0,73315,0,0,0,89989,84229,79288,4000,5000,3000,3000,3000,8954,0
220,310000,2,1,2,38,-2,0,-2,0,-1,0,-1,-1,-1,1424,4542,126,4542,126,0,0,0,0,0
221,360000,2,1,1,40,0,120238,0,117845,0,114690,2,2,2,105167,115468,112157,12000,0,5900,5000,4500,4700,1
222,330000,2,3,2,45,0,330121,0,335760,0,333860,0,0,0,335196,334954,335527,12388,12378,12116,12450,12213,11678,0
223,3.00E+05,2,2,2,35,0,212508,0,208464,0,215827,0,0,0,291619,297268,205629,12019,9006,17000,12000,9557,15000,0
224,320000,2,2,2,33,0,33263,0,43805,0,65913,0,0,0,91653,94037,108597,10042,18832,2117,2076,5045,3754,0
225,50000,2,3,2,37,0,29957,0,30249,0,30394,2,3,1,52626,51537,49205,0,24,1500,1000,1201,30592,1
226,170000,2,1,2,28,0,128839,0,127280,0,125514,0,0,0,130370,131199,128900,6530,4860,22500,4820,4877,4962,0
227,350000,1,3,1,44,-2,0,-1,0,-1,569,-1,-1,-1,3265,2686,1864,2686,1864,569,0,0,0,0
228,20000,1,2,1,37,0,19175,0,18650,0,18768,0,0,0,16455,16511,18902,1609,3000,663,676,834,782,0
229,50000,1,2,2,23,0,18858,0,20066,0,21247,0,0,2,49758,48456,44116,2401,2254,2004,704,707,1004,1
230,20000,2,3,2,24,0,0,0,1730,0,7630,0,2,1,19154,18165,17233,0,1333,500,100,0,3200,0
231,50000,2,1,2,24,0,1308,0,10385,0,19420,0,0,0,35084,35796,30937,2090,2002,1002,238,1011,389,0
232,20000,1,2,2,23,0,10104,2,13454,0,16875,0,2,1,20235,17132,16856,0,1200,1000,0,1000,10000,1
233,50000,1,2,1,26,0,46557,-1,45567,-1,2624,-2,0,0,102800,0,0,0,0,2624,45567,1747,2000,0
234,190000,1,2,2,34,2,150052,2,140120,0,142323,0,0,2,129801,131383,134379,5000,5000,10000,0,12118,2769,1
235,60000,2,2,1,33,0,19421,0,20175,0,20694,0,0,0,58203,36367,20934,1506,1298,1000,721,811,599,0
236,80000,1,1,2,35,-1,19942,-1,1378,-1,1719,-1,-1,-1,7988,3977,6848,3983,6853,1719,1378,19942,2418,0
237,150000,2,2,2,27,0,29497,0,36900,0,44384,0,0,0,127402,110050,51547,4500,1745,1566,1208,1077,2529,0
238,210000,2,1,2,31,-1,2293,-1,6082,-2,893,-2,-2,-2,1440,0,7422,0,7422,893,6082,2293,3299,0
239,240000,2,3,1,50,0,214694,0,210375,0,207642,0,0,0,234205,231669,214642,10116,9150,8008,8000,8009,7714,1
240,140000,2,2,3,41,0,16383,0,16409,0,19068,0,0,0,19346,21708,22940,3000,2000,2198,1000,3000,2399,1
241,60000,2,1,2,28,-1,2285,-2,0,-2,0,2,2,1,21501,20650,0,0,0,0,0,2285,0,0
242,50000,1,1,2,39,0,15874,0,30789,0,50803,0,0,0,47174,47974,48630,1800,2000,3000,2000,2000,2000,0
243,50000,2,2,2,27,0,29399,0,28790,0,27990,0,0,0,26655,27724,28676,1800,1750,900,1200,1200,1100,0
244,180000,2,1,2,32,-1,0,-1,2821,2,0,2,-1,-1,3139,5853,2821,2821,0,0,2821,0,176,0
245,30000,2,1,2,40,2,79,2,19,2,19,2,-1,-1,142,215,139,355,120,0,0,60,60,0
246,20000,2,2,2,40,-2,0,0,0,0,19575,0,0,0,19816,20396,20102,1601,2203,2114,0,0,0,0
247,250000,2,2,1,75,-1,794,-1,5572,-1,1010,-1,-1,0,52874,1631,1536,1631,1536,1010,5572,794,1184,0
248,1.00E+05,2,2,2,27,0,32904,0,30997,0,30337,0,0,0,37767,34457,30036,1788,1799,1100,1150,2423,0,0
249,330000,1,1,2,25,0,25358,2,39450,0,51137,0,0,0,46140,45781,48139,2504,4007,5056,74,1023,2566,0
250,50000,1,3,1,46,0,17484,0,16765,0,16418,0,0,0,35713,15392,16099,1561,1268,587,611,1000,2000,0
251,50000,2,2,2,26,0,29998,0,29527,0,30115,2,2,1,50867,51486,48869,1710,136,1206,2002,2005,3003,0
252,30000,1,2,2,28,0,0,0,22001,0,25255,0,0,0,29242,29507,29155,5006,1244,851,955,0,0,0
253,140000,2,2,2,26,0,106828,0,107699,0,105334,0,0,0,101551,105246,104781,5366,5087,3605,3894,3785,3304,1
254,160000,2,1,2,28,0,84426,-1,99669,0,7222,0,0,0,70243,47779,28052,7042,2000,1000,99669,12600,10000,0
255,4.00E+05,2,2,2,29,-1,2486,-1,1896,-1,4944,-1,0,-1,19532,3719,1453,3127,1469,4968,1905,2494,862,0
256,50000,1,2,1,25,0,28538,0,29533,0,29928,0,0,0,27699,28513,29341,1565,1393,980,994,1024,886,0
257,140000,2,2,1,48,-1,21361,-1,1130,-1,1355,-1,-1,0,1154,1233,862,1233,1075,1355,1130,21361,1347,0
258,160000,2,2,1,33,-1,2210,0,7333,-1,52572,-1,-1,-1,8015,2453,9624,2453,9880,52572,1546,2210,0,0
259,1.00E+05,2,3,1,43,-2,0,-2,0,-2,0,-2,0,0,62170,0,0,0,0,0,0,0,0,0
260,220000,1,1,1,48,0,162402,0,172169,0,169115,0,0,2,210380,213522,201852,10000,9020,6000,5500,6000,5500,1
261,510000,2,1,2,29,0,36739,0,87265,0,103776,0,0,0,78331,99414,107686,40010,20094,5000,5001,25365,65000,0
262,50000,1,2,2,29,0,28309,0,29130,0,27823,0,0,0,49276,35100,32563,1602,1400,3000,3130,1062,6318,0
263,160000,2,1,1,38,-1,12652,2,16578,-1,18941,-1,-1,-1,4473,4664,5969,4664,5969,18941,0,12652,1916,0
264,230000,2,1,2,37,-2,338,-2,299,-2,0,-2,-2,-2,2283,50815,0,51315,0,0,299,338,0,0
265,80000,2,1,2,37,-1,16872,-1,1644,-1,188,-1,-1,-1,10115,249,5986,258,5995,188,1644,16872,4000,0
266,150000,2,2,1,25,-1,316,-1,316,-1,316,-2,-1,-1,6156,0,0,0,0,316,316,316,316,0
267,10000,1,3,2,23,2,9411,0,9729,0,9182,0,0,0,6974,7838,9002,1134,1298,478,847,0,175,0
268,130000,2,3,2,49,0,27500,0,28065,0,49654,0,0,0,89003,91362,72197,4100,3095,1630,561,600,0,1
269,40000,2,1,2,48,0,35673,0,34762,0,34586,0,0,0,34871,34449,33634,1600,1600,1500,1500,1500,1500,0
270,50000,1,2,2,27,-1,2614,0,14319,0,13968,2,2,3,13694,14880,14242,1700,0,426,501,2614,1390,1
271,1.00E+05,1,3,2,32,0,18126,0,19848,0,19713,0,0,0,70003,31545,20974,2035,2004,616,2007,1009,2015,0
272,120000,1,1,1,34,0,0,0,450,0,900,-1,2,-1,1082,632,1350,0,1350,0,0,0,450,0
273,260000,2,1,2,58,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
274,2.00E+05,2,2,2,33,0,11905,0,16325,0,14512,0,0,0,11253,12852,14024,2000,1322,2000,2000,1200,3000,0
275,360000,2,2,2,28,-2,0,-2,0,-2,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
276,70000,2,2,2,36,0,15085,0,14310,0,30163,0,0,0,68699,69120,68376,4483,12496,3268,3000,3000,2000,0
277,460000,1,1,1,40,-1,22535,-1,-10,-1,2641,-1,-1,2,171,2715,-13,2728,0,2654,0,22545,0,1
278,50000,2,1,2,26,-1,316,-1,316,-1,316,-1,-1,-1,1156,316,316,316,316,316,316,316,316,0
279,50000,1,3,1,33,0,19703,0,20067,0,20046,0,0,0,50859,50462,50654,2007,2199,691,707,703,697,0
280,250000,2,2,1,31,0,101299,0,100871,0,99029,0,0,0,103109,102594,97109,4000,4500,5000,4000,5000,4400,0
281,30000,2,1,2,27,-2,0,0,0,0,1814,-1,0,0,1512,2458,664,1000,664,1500,0,0,0,0
282,270000,1,2,1,44,-1,43414,-1,44149,0,69669,0,0,0,127543,109189,92630,10063,5162,10150,44299,43509,31031,0
283,180000,2,3,2,30,0,70204,0,103692,0,122196,0,0,0,163935,153152,147032,7722,6091,3563,3605,3000,3211,0
284,1.00E+05,2,1,2,28,0,56265,0,55831,0,52336,0,0,0,53494,52656,52600,4173,3000,2025,5000,3000,3000,0
285,230000,2,3,1,32,0,98457,0,98182,0,94814,0,0,0,195126,88743,92195,5000,5000,5000,5000,4000,5000,0
286,210000,2,1,1,46,-1,586,-1,16171,-1,20076,-1,-1,-1,110346,41986,21874,41986,21874,20076,16171,586,19777,0
287,210000,1,1,2,38,0,46549,0,63663,0,62683,0,0,2,60502,62804,62769,3276,2026,2000,2000,2000,2502,0
288,440000,2,2,1,46,0,97622,0,105280,0,113135,0,0,0,180641,181557,149944,8610,6907,3727,3800,4001,2701,0
289,1.00E+05,2,2,2,25,0,51365,0,69718,0,69856,0,0,2,70896,71678,70125,3472,2092,2000,2127,1960,1559,1
290,240000,2,2,1,46,0,4311,0,11765,0,10765,0,0,0,8751,9900,10605,1295,1000,1000,1000,1000,1000,0
291,280000,1,1,2,33,-1,-339603,-1,325,-1,898,-1,-1,-1,898,898,325,898,325,898,325,0,345293,1
292,50000,2,2,2,22,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
293,30000,1,2,1,43,2,2566,2,2000,2,2182,2,2,3,1700,2610,1914,1100,0,300,0,600,0,0
294,10000,1,2,2,27,0,10182,0,9963,0,9901,2,0,0,7015,10227,9560,3507,0,500,370,393,700,1
295,130000,1,1,2,29,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,1500,0
296,2.00E+05,1,1,2,31,0,133990,0,133634,0,133345,0,0,0,194353,197344,186292,9000,7465,4715,4804,5141,5300,0
297,120000,2,2,1,29,-1,1820,-1,0,-1,1423,-1,-1,-1,1686,657,2179,657,2319,1423,0,1820,2496,0
298,210000,2,2,1,36,0,131629,0,147993,0,148190,0,0,0,143225,142996,144415,6483,5082,6000,5900,4544,4700,0
299,280000,2,1,1,36,0,30771,0,30172,0,29701,0,0,0,58983,60788,63225,2755,3463,1300,1100,1100,2000,0
300,3.00E+05,1,1,2,34,-1,203,-1,19595,0,12601,-1,-2,1,0,0,13001,0,13001,0,19595,203,0,1
301,1.00E+05,1,2,2,37,0,64513,0,66796,0,66926,0,0,0,99209,98222,67185,3490,2332,2314,2365,2497,2305,0
302,440000,2,1,2,36,-2,0,-2,0,-2,0,-2,-2,-2,0,0,0,0,0,0,0,162000,0,0
303,50000,2,3,1,40,0,14458,0,13687,0,12898,0,0,0,49941,51213,12104,2400,1206,1000,1000,1000,1000,0
304,20000,2,1,2,25,0,12510,0,15761,0,15824,2,0,0,11968,14564,27820,2800,0,4000,1700,1000,2000,1
305,2.00E+05,2,1,2,27,0,7414,0,4084,0,4242,-1,-1,-1,871,665,960,665,960,3908,1014,3500,2880,0
306,110000,2,2,2,26,-2,400,-2,1848,-2,1256,-2,-2,-2,432,3220,5704,3220,5904,0,3000,0,0,0
307,5.00E+05,2,2,1,36,-1,0,-1,4590,-1,8500,-1,-1,-1,10483,23956,0,23962,0,8500,4590,0,0,0
308,3.00E+05,2,2,1,27,-2,0,-2,0,-2,0,-1,-1,1,0,5215,0,5215,0,0,0,0,0,0
309,30000,1,3,1,55,4,14514,3,13836,3,12841,2,2,2,9720,10613,11339,1200,1200,2000,1500,1500,1500,1
310,60000,2,1,2,27,-1,11736,-1,273,-1,4889,-1,-1,-1,20847,13801,14366,13809,14583,4889,273,13557,0,0
311,4.00E+05,2,2,1,38,-1,2077,0,5103,-1,5322,-1,0,-1,3697,3600,1354,1000,1354,5322,6,2386,9085,0
312,180000,2,2,1,34,0,132845,0,130331,0,127814,0,0,0,143301,146333,147042,7000,5000,5000,4900,5000,5100,0
313,20000,1,1,2,40,0,14340,0,13057,2,10411,0,0,0,10934,13738,16567,3000,3100,0,3000,1500,0,0
314,2.00E+05,2,3,1,49,0,59983,0,58657,2,54723,2,2,-1,52439,51040,56205,0,6000,0,5000,2286,3000,1
315,1.00E+05,1,1,2,27,0,6441,0,17580,0,28776,0,0,0,55734,52557,33415,1631,1286,200,645,909,200,0
316,60000,1,2,2,23,0,19346,0,17808,0,17277,0,0,0,49507,33282,34312,1970,2000,618,809,2000,616,1
317,110000,2,2,2,36,0,53652,0,52175,0,50894,0,0,0,47819,48947,50330,2200,2500,2000,2100,2500,2200,0
318,260000,2,3,1,53,-1,485,-2,397,-2,452,-1,-1,1,0,165,526,165,526,452,397,485,459,0
319,50000,2,3,1,46,0,24883,0,29898,0,29742,2,2,3,48522,50955,29516,3754,1,1070,1030,863,654,0
320,180000,1,2,2,29,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0,0,0,0,0,0,0
321,110000,1,2,2,29,0,47969,0,47862,0,48647,2,2,1,58362,56598,51908,2500,0,2000,2000,1854,2000,1
322,340000,2,1,2,27,0,103263,0,145645,0,155628,0,0,0,172180,180140,166281,21105,5461,5000,5849,2732,50000,0
323,50000,1,2,2,24,0,8085,0,8384,0,7476,0,0,-1,1399,2441,3865,1070,1500,3666,2477,1306,1000,0
324,230000,2,2,1,28,-1,6173,-1,767,-2,2100,0,0,0,26361,18826,1100,1710,1100,1000,767,6173,1000,1
325,360000,2,2,2,32,0,100738,0,100123,0,95631,0,0,0,93029,94054,91834,10000,7000,10000,10000,10000,10000,0
326,210000,1,2,2,43,0,37056,0,45075,0,40555,-1,-2,1,0,0,38013,0,38013,3000,5000,3000,3000,0
327,220000,2,2,1,41,-1,325,2,475,-1,950,2,2,-1,650,650,325,325,0,950,0,325,325,1
328,60000,2,2,1,34,0,30225,2,29566,2,30184,2,2,2,24898,27976,27233,3800,0,3720,0,1300,1291,1
329,340000,1,2,1,55,-2,7416,-2,24599,-2,2190,-1,-1,-2,50396,44665,8300,44665,8321,2190,24599,7416,77195,0
330,150000,1,1,1,40,2,109428,2,107147,2,104975,2,2,2,99855,102586,100064,5200,0,8100,4000,4200,4200,0
331,2.00E+05,2,2,1,37,-1,16893,-1,23209,-1,6773,2,-1,1,-179,505,189,1000,0,6900,24000,17000,2500,1
332,130000,2,2,2,40,0,12685,0,10167,0,9826,2,0,0,9559,12394,11883,3000,0,500,500,2700,500,1
333,60000,2,1,2,28,0,31857,0,20973,0,11427,0,2,1,10540,10232,11237,0,1483,673,10000,11540,7000,0
334,4.00E+05,2,2,1,43,-1,78388,-1,1600,-2,0,-2,-2,1,0,0,0,0,0,0,1600,78388,0,0
335,20000,1,1,2,27,0,18868,0,19108,0,19453,0,0,0,20571,19089,19658,1323,1600,830,700,674,376,0
336,190000,2,1,2,28,0,160361,0,156664,0,153538,0,0,0,143464,146943,151905,5795,7408,5645,5753,6370,5865,0
337,260000,2,1,2,30,0,159108,0,158762,0,158114,0,0,0,156882,160246,159988,10000,8000,6000,7000,7000,6000,0
338,140000,2,2,2,31,-2,0,-2,0,-2,0,-2,-2,-2,390,0,0,0,0,0,0,0,0,0
339,50000,2,2,1,31,0,29170,0,30078,0,30929,0,0,0,46512,47716,49675,1974,4406,1061,1073,1046,1047,1
340,120000,2,1,2,34,-1,830,-1,1330,-1,1100,0,-1,-1,882,6531,6313,6900,5037,1100,1330,3800,2037,0
341,240000,2,2,2,30,-2,0,-2,92,-2,0,-2,-2,-2,92,92,92,92,92,0,92,0,1883,0
342,50000,1,2,2,36,0,978,-1,978,0,680,0,0,0,5916,6172,4123,1212,1200,0,978,0,0,0
343,2.00E+05,2,1,2,29,2,24248,-1,24815,-1,20183,-1,2,-1,2393,183,4847,0,4872,20183,5000,0,1000,0
344,180000,1,1,1,39,-1,1005,0,-1005,0,122295,-1,0,0,274731,281713,242063,11000,145000,26000,0,101005,1898,0
345,180000,2,1,2,26,0,106517,0,108248,0,105894,0,0,0,145403,138232,130553,5440,5051,3835,4106,4250,4028,0
346,160000,2,1,2,29,0,1654,0,6182,-1,2303,-2,-1,-1,3097,-707,-2697,0,0,5000,5000,1500,13000,0
347,1.00E+05,2,2,2,26,0,3980,0,1980,0,3542,-1,-1,-1,1370,4192,4159,4210,4159,1000,1080,2000,1525,0
348,50000,2,2,2,29,0,41145,0,39963,0,45545,0,0,0,47081,49316,50409,3000,2000,2000,2000,2000,2000,1
349,140000,2,2,2,31,0,142174,0,141748,0,139679,0,0,0,138119,137950,140254,6600,6500,5100,5300,6000,5000,0
350,30000,2,2,2,26,0,19844,0,20796,0,20222,0,0,0,17893,19012,20123,1411,1522,621,795,715,1000,1
351,90000,1,1,2,26,-1,23101,0,0,0,1940,-1,0,0,39128,20473,1940,1541,4200,0,0,23101,3000,0
352,2.00E+05,1,1,1,36,-1,1386,-2,0,-1,-3684,-1,-2,1,-14386,-13543,3432,10118,47015,0,4000,1.00E+05,10000,0
353,380000,1,1,2,30,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
354,80000,2,2,2,43,0,19414,0,19036,0,51042,0,0,0,77057,78102,58501,3177,2600,3000,1691,695,882,0
355,50000,1,3,1,58,2,18856,0,19089,0,18530,2,2,2,15899,18720,18122,3400,0,1000,1001,634,638,0
356,180000,1,2,1,45,0,31127,0,30419,0,29981,0,0,-1,27679,28422,29650,1481,2000,1100,1200,1500,1500,1
357,240000,2,2,2,26,0,103360,0,113966,0,113133,0,0,0,141315,128940,124226,6349,5834,3870,4000,3825,3520,0
358,380000,1,2,2,34,0,169121,0,171253,0,174675,0,0,0,194314,179206,193992,9010,35000,5000,6000,5000,4400,0
359,110000,2,4,2,24,0,84462,0,82333,0,80631,0,0,0,83755,77431,79044,3000,2900,2900,3000,3500,4000,0
360,260000,1,1,1,34,-1,291,-1,34039,-1,2351,-1,-1,-1,49657,291,51058,291,51058,35696,34039,291,291,0
361,5.00E+05,2,2,2,23,0,419643,0,484612,0,505507,2,3,4,507726,509229,499936,10000,0,14000,16500,16000,19000,1
362,320000,2,2,2,30,0,74610,0,74374,0,72849,0,0,0,71305,71151,72029,2589,2568,2570,2661,2781,2500,0
363,50000,1,2,2,32,0,25775,0,45008,0,44039,2,3,4,45734,44741,43562,0,0,1262,1358,1275,1590,0
364,110000,1,1,1,40,-1,216,-1,216,0,2000,-1,-2,1,0,0,2066,0,2066,0,216,216,66,1
365,230000,2,1,2,35,-2,613,-2,576,-2,665,-2,-2,-2,761,300,399,300,399,665,576,613,520,0
366,330000,2,2,1,56,-1,8676,-1,3965,-2,0,-1,-1,1,-9,1520,1488,1529,1507,0,3965,8676,384,0
367,50000,2,2,1,61,0,24774,0,23171,0,23319,0,0,0,47166,49396,50476,3000,2237,975,1000,2000,1039,0
368,10000,1,2,2,24,0,2132,0,2008,2,2813,2,2,-1,2887,1923,2989,0,1500,0,0,150,0,0
369,3.00E+05,1,1,1,40,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
370,20000,2,2,1,32,0,10985,0,10918,0,11084,0,2,3,20631,20010,19703,0,1168,384,390,632,616,1
371,180000,1,2,1,36,-2,0,-2,0,-2,0,-2,2,2,83538,0,0,0,0,0,0,0,0,1
372,160000,1,1,2,30,-1,21712,-1,13028,-1,8578,-1,-1,-1,99,2977,15086,2977,15086,9123,13028,29712,50000,0
373,90000,2,1,2,34,2,48767,2,49718,2,42451,0,0,0,34302,35089,43449,1640,9000,0,8000,0,2000,0
374,30000,1,3,3,54,0,25943,0,24339,0,23221,0,0,0,22987,22298,22352,2500,2000,1500,4000,2000,0,0
375,180000,1,1,1,46,0,178719,0,28089,0,106288,0,0,0,173267,174590,175233,8100,5299,3305,5040,160719,7000,0
376,30000,1,3,1,58,0,22437,0,21800,0,21495,0,0,0,19143,20168,21229,1640,1700,915,800,1000,1961,0
377,30000,1,2,1,43,2,24242,0,25183,0,21509,0,2,1,20518,19901,20905,0,1342,946,4200,0,1000,0
378,140000,2,1,2,28,-1,3745,-1,3400,-1,4991,0,0,-1,10833,14446,7609,14000,3855,4991,3600,5500,4000,0
379,210000,1,1,2,30,0,49888,0,47842,0,44584,0,0,0,69937,71906,43308,3500,3000,2000,4000,3000,10000,0
380,50000,1,2,2,31,0,12487,0,11139,0,9577,0,0,0,20526,15129,15093,2000,3000,327,3000,3000,5000,1
381,130000,2,2,2,29,0,75355,0,73875,0,72367,0,0,0,89055,90780,70947,4200,2575,2600,2674,2701,5750,0
382,50000,2,2,1,37,0,2415,0,1948,0,3559,2,2,2,1894,3200,3381,1500,400,200,500,500,400,1
383,140000,1,3,1,36,0,88450,0,88616,0,90859,0,0,0,100594,78372,91502,3000,30000,4000,4000,3400,3300,0
384,170000,2,2,2,28,0,5889,0,5577,2,5464,0,0,-1,2948,3848,5646,1105,1903,0,296,500,95,1
385,80000,1,2,2,25,-2,0,0,0,0,25280,0,0,0,22619,31429,27923,10010,1209,579,0,0,6305,0
386,410000,2,5,1,42,0,240176,0,234939,0,240865,0,0,0,338106,342904,344464,15000,14000,9000,8500,9000,8300,0
387,80000,2,1,2,29,-2,0,-2,0,-2,0,-1,-1,1,0,80000,0,80000,0,0,0,0,0,0
388,80000,1,3,1,73,2,75018,2,72870,2,70646,0,0,-1,63144,65631,68875,3500,4330,3500,3500,3500,5100,1
389,150000,1,2,1,43,0,157759,0,162866,0,159653,0,0,0,153249,154049,156523,7900,6500,5700,5700,5700,5334,0
390,260000,1,1,1,30,-1,291,0,0,0,291,-1,-1,-1,1131,291,582,291,582,0,0,130291,651,1
391,350000,1,1,1,38,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
392,280000,2,2,1,39,0,33316,0,32581,0,37154,0,-1,1,-1312,35918,37297,38621,2000,1130,922,1011,5000,1
393,310000,1,2,1,44,0,71620,0,72090,0,76218,0,0,0,103797,91989,87720,4400,4013,3011,3000,3001,2653,0
394,140000,2,2,2,29,0,21085,0,21214,0,19996,0,0,0,20110,17102,18862,3000,3000,3000,3500,2000,2000,0
395,360000,1,1,1,51,-2,0,-2,0,-2,0,-1,-1,-1,38000,25000,0,25000,0,0,0,0,0,0
396,140000,2,1,2,27,0,142620,0,142650,0,142590,0,0,0,142428,144105,143952,10000,10000,6000,6000,6000,5600,0
397,1.00E+05,1,1,2,38,0,28947,0,43011,0,43011,0,0,0,40810,42653,42351,2502,1200,860,0,579,0,0
398,50000,2,2,2,22,-2,632,-2,0,-2,848,-2,-2,-2,0,0,0,0,0,848,0,632,0,0
399,210000,2,2,1,30,0,74125,0,82733,0,91143,0,0,0,104701,106134,108423,4002,5000,3500,3000,2700,5000,0
400,120000,2,2,2,25,2,117167,2,119311,2,116313,2,2,2,120298,120822,109887,4007,0,8272,5000,0,4400,0
401,240000,1,1,2,29,-1,184922,0,28797,0,65372,0,0,0,156362,132280,99174,5233,3289,2072,3018,184922,6100,0
402,60000,2,3,3,42,0,29064,0,28768,0,28665,0,0,0,41322,29091,28097,1488,1394,962,1500,2541,2000,0
403,150000,1,1,2,41,2,822,-1,2344,-1,0,-1,-1,-1,1464,2084,384,2091,384,0,2344,0,472,1
404,30000,1,2,1,48,0,26179,0,25667,0,25142,0,0,0,27879,28870,27806,1774,1710,1046,1079,1089,2244,0
405,160000,2,1,2,29,2,153800,2,170098,2,166893,2,2,2,160432,163916,159676,7500,0,11558,5800,0,5654,1
406,2.00E+05,1,1,1,52,-2,82150,-2,0,-2,0,-2,-2,-2,3858,2690,3410,2690,3487,0,0,85900,396,0
407,120000,2,2,1,25,-2,0,-2,0,-2,0,0,0,0,26476,21393,0,6000,0,0,0,0,0,0
408,5.00E+05,1,1,1,37,0,303510,0,356636,0,376657,0,2,1,507062,491956,430637,325,15296,12137,12312,14113,10526,0
409,320000,2,1,2,27,0,66541,0,59508,0,61565,0,0,0,55607,62893,59001,11404,8232,10450,9697,16477,11341,0
410,280000,1,1,2,31,0,167983,0,168399,0,182672,0,0,0,168382,175646,180650,10000,8000,6371,6217,5947,6288,0
411,60000,2,1,2,23,2,32965,2,32349,2,31601,2,2,1,29332,28577,30805,0,2709,1600,1400,1300,1200,1
412,2.00E+05,2,1,1,38,-2,-150,-1,-150,-1,367,-2,-1,-1,190,0,0,0,0,367,150,0,0,0
413,230000,2,1,1,32,-1,3404,-1,792,-1,4595,-1,-2,1,0,0,2809,0,2809,4606,792,3404,0,0
414,230000,2,2,2,27,0,5068,0,9218,0,10596,0,2,1,13668,12647,13135,0,1064,423,313,1000,4641,1
415,480000,2,3,1,41,-2,22593,-2,19371,-2,9033,-2,-2,-2,14867,26665,199960,26734,199982,9033,19371,22593,2000,0
416,50000,2,3,1,35,-2,0,-2,0,-2,0,-1,-1,-1,22500,5000,0,5000,0,0,0,0,640,0
417,2.00E+05,2,1,2,31,-2,160,-2,0,-2,0,-2,-2,-2,7184,14845,1097,17507,1102,0,0,160,1103,0
418,50000,2,1,2,30,2,18990,0,19450,0,17895,0,0,0,14811,16262,17286,2000,1600,1200,2000,0,1000,0
419,50000,1,2,1,48,0,19548,0,19091,0,18753,0,0,0,44338,43048,35639,3629,3332,2000,2000,2000,2500,0
420,260000,2,1,2,36,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
421,30000,1,1,2,24,2,29371,0,30002,0,27959,0,0,2,25265,26354,27710,1500,1800,1007,2500,0,1800,0
422,440000,2,1,2,29,0,151936,0,157963,0,156977,0,0,0,169661,167199,158520,8071,9021,7013,6013,6028,6010,0
423,230000,2,2,2,38,-1,0,-1,2980,-1,371,-1,-1,-1,10237,2795,1350,2795,1350,371,2980,0,2213,0
424,2.00E+05,1,2,1,38,0,105253,0,98045,0,97090,2,2,2,104978,105924,102663,4500,0,3500,3500,9000,0,1
425,490000,2,2,1,30,0,190306,0,196698,0,205798,0,0,0,192586,197967,201666,10000,7143,7306,6303,6429,6000,0
426,80000,2,2,1,32,-2,0,-2,0,-2,0,-2,-1,-1,11262,0,0,0,0,0,0,0,0,0
427,20000,2,3,2,49,0,16414,0,15327,2,12583,2,2,2,9551,12081,13087,3000,1500,0,3123,1500,1000,1
428,170000,2,1,2,31,-1,199,0,199,-1,398,-1,-1,-1,199,199,199,199,199,398,0,199,398,1
429,70000,1,1,2,27,0,29795,0,28949,0,29401,0,0,0,70119,68536,66601,3600,1646,600,28468,1327,1000,0
430,210000,2,2,2,33,0,66167,0,68791,0,117766,0,0,0,212601,177946,119362,6000,4500,5000,3000,3000,3000,0
431,90000,2,2,2,25,0,77648,0,76070,0,74424,0,0,0,91894,71732,73241,3200,3300,3000,3001,3000,3100,0
432,390000,2,1,2,27,0,281826,0,292885,0,292869,0,0,0,304867,299998,300426,13007,10612,10041,11000,10512,7000,1
433,110000,2,1,2,29,0,53206,0,52014,0,50990,0,0,0,48123,49537,50422,2500,2500,2000,2000,2057,2500,0
434,580000,2,1,1,36,0,167964,0,168755,0,169365,0,0,0,159760,162189,166127,6422,6565,5951,6006,5894,5946,0
435,360000,1,3,1,55,-2,0,-1,0,-1,1770,-1,0,0,9210,8485,17231,6015,17454,1775,0,0,0,0
436,270000,2,2,1,32,2,221413,2,223690,2,217644,2,2,1,234752,233036,229286,10000,8000,0,16000,8000,0,1
437,60000,2,1,2,27,-1,150,2,150,-1,300,-2,-1,-1,14072,0,0,0,0,300,0,150,200,0
438,110000,1,3,1,37,0,60145,0,60272,0,60605,0,0,0,61807,62499,62162,2300,2200,2300,2200,2300,2300,0
439,50000,2,1,1,25,0,20859,0,21399,0,44982,0,0,0,51044,50231,46677,2500,3008,1000,761,800,704,0
440,80000,2,1,2,23,0,47110,0,46235,0,37642,0,0,0,77024,73281,57806,3212,1600,956,40000,1800,1700,1
